TargetID,ProbeID,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,A1,SYMBOL,DEFINITION,GID
ILMN_148551,1319,80.7,84.6,73.3,93,79.1,54.7,87.4,69,86.9,72.3,56.5,76.1,68.9,62.1,72.2,94.5,pyd,"Drosophila melanogaster CG31349-RE, transcript variant E (pyd), mRNA.",62484503
ILMN_155307,1324,198.7,177.5,132.9,159.1,252.1,134.3,219.6,146.4,329.1,149.9,255.8,167,172.6,186.8,161.3,129.4,dos,"Drosophila melanogaster daughter of sevenless CG1044-RA, transcript variant A (dos), mRNA.",24656126
ILMN_153853,1326,62.6,58.6,61,62.9,67.6,58.2,51.8,49.4,62.3,66,49.1,55.9,57.8,56.8,56.3,77.9,skl,"Drosophila melanogaster sickle CG13701-RA (skl), mRNA.",24666292
ILMN_142222,1330,75.7,82.7,78.6,73.1,86.2,65.6,74.5,63.3,81.4,83.3,61.3,74.3,68.8,64.7,65.7,89.4,fus,"Drosophila melanogaster fusilli CG8205-RC, transcript variant C (fus), mRNA.",24653900
ILMN_154026,1331,70.4,64.2,66,60.9,66.3,58.6,58.1,52.2,66,70.6,50.6,61.8,53,56.2,56.3,77.9,CG9270,"Drosophila melanogaster CG9270-RA, transcript variant A (CG9270), mRNA.",24585556
ILMN_151022,1333,534.4,609.5,440.6,925.3,746.5,578.5,757.5,550,730.7,564.8,741.5,562.1,493.8,681.7,616.1,634.3,Nle,"Drosophila melanogaster Notchless CG2863-RA (Nle), mRNA.",24580670
ILMN_158591,1334,136.7,147,111.6,174,147.8,80.3,154.2,113.5,170.3,96,109.4,138.6,106.9,125,134.4,169.7,foxo,"Drosophila melanogaster forkhead box, sub-group O CG3143-RA, transcript variant A (foxo), mRNA.",45550749
ILMN_146424,1335,286.3,517.3,367.8,560.5,446.1,287.5,540.7,481,431.9,322.1,495.4,414.7,319.3,477.3,419.9,507.2,lola,"Drosophila melanogaster longitudinals lacking CG12052-RH, transcript variant H (lola), mRNA.",78711861
ILMN_140051,1337,69.7,68.6,74.2,62.7,67.8,61.9,55.3,54.1,62.4,71.6,53.9,63.6,56.9,53.7,53.3,71.9,to,"Drosophila melanogaster takeout CG11853-RA (to), mRNA.",24649972
ILMN_151921,1338,917.1,1256.1,695.9,1496,1352.8,1078.5,1200.1,998.9,1444.5,664.8,1202.9,1076.5,892.5,1778.9,926.8,1535.3,CG5392,"Drosophila melanogaster CG5392-RA (CG5392), mRNA.",24664394
ILMN_148167,1339,82.8,94.6,60,66.1,93.2,61.4,59.5,49.5,94.2,84.7,55.9,63.5,68.5,79.8,56.3,62,Appl,"Drosophila melanogaster amyloid protein precursor-like CG7727-RA (Appl), mRNA.",24638891
ILMN_149446,1340,1290.9,1973.1,925.6,1758.2,1850.5,993.1,1888.1,1231.1,2301.3,974.6,2090.1,1281.8,885.1,2085.8,1248.1,1345.6,Nipped-A,"Drosophila melanogaster Nipped-A CG33554-RA (Nipped-A), mRNA.",62471662
ILMN_146541,1341,2890.4,3077.5,2220.8,3710.3,3149.2,2151.7,3364.5,3078.7,4123.8,2328.8,3037.5,2942.9,2399.5,2888.8,3132.1,3278.3,CG13139,"Drosophila melanogaster CG13139-RA (CG13139), mRNA.",24583379
ILMN_146933,1344,5913.6,6450.8,5164.5,8857.1,8103,6725.4,7881.8,6384.2,8498.6,5538.9,8181.5,6714.9,5802.4,8390.1,6430.3,7424.3,Roc1a,"Drosophila melanogaster Roc1a CG16982-RA (Roc1a), mRNA.",24638931
ILMN_144392,1365,70.7,76.5,70.7,60.2,60.9,55.2,57.2,55.6,63.3,70.1,57.7,59.7,58.5,60.6,56.6,89.8,betaTub85D,"Drosophila melanogaster -Tubulin at 85D CG9359-RA (betaTub85D), mRNA.",24645349
ILMN_141170,1370,411.6,580.2,578.8,1449.8,578.7,525,1039.8,844.8,671.2,440.6,1038.9,896.6,394.9,679.8,794,928.9,CG8501,"Drosophila melanogaster CG8501-RA (CG8501), mRNA.",24653006
ILMN_143290,1375,318.5,443.7,256.9,552.2,477,213.9,470.5,324,564.2,225.3,388.4,325.5,259.2,455.2,330.5,392.4,dbr,"Drosophila melanogaster debra CG11371-RB (dbr), mRNA.",24580514
ILMN_154952,1377,76.1,73.7,64.5,67.8,71.9,63,61.3,59.4,63.4,76.7,63.1,65.4,70.1,61.8,65.3,81.1,fry,"Drosophila melanogaster furry CG32045-RA, transcript variant A (fry), mRNA.",24661806
ILMN_147386,1382,2702.1,2449.7,1467.5,2873.1,3311.4,1941.4,2399.6,1779.7,3882.1,1714.6,2206,2030.8,2249.3,2595.8,2067.1,2021.8,LanA,"Drosophila melanogaster Laminin A CG10236-RA (LanA), mRNA.",19549564
ILMN_146530,1384,1162.4,1963.3,1300.5,3005.2,2103.5,773.1,2309,2066.2,2206.4,842.7,2295.9,1801.2,1051,2352.1,1762,2534,dco,"Drosophila melanogaster discs overgrown CG2048-RC, transcript variant C (dco), mRNA.",24651562
ILMN_148888,1389,4888.3,5642.8,3636.5,6754.1,6221.7,5308.3,6094.9,5426.8,7316.5,5342.5,6199.8,4965.3,4352.3,5846.1,5183.8,5117.8,Tom,"Drosophila melanogaster Twin of m4 CG5185-RA (Tom), mRNA.",24664354
ILMN_157620,1390,1643.5,2208.9,1439.2,2857.5,2696.8,2295.7,2460.6,1863.3,2655.2,1807.4,2590.1,1931.2,1688.7,2945.8,2046.4,2037.2,CG9752,"Drosophila melanogaster CG9752-RA (CG9752), mRNA.",24656902
ILMN_143089,1392,997,865.1,633.7,1432.5,1178.4,863.7,1177.3,1025.9,1406.9,801,1231.9,1055.7,798.5,922.3,1025.7,1229.5,Xbp1,"Drosophila melanogaster X box binding protein-1 CG9415-RB, transcript variant B (Xbp1), mRNA.",28573589
ILMN_157176,1407,134.9,151.2,117.3,203.5,173.1,82.9,161.3,125.7,169.4,91.6,113.1,157.3,137.8,141.5,154.6,167,Antp,"Drosophila melanogaster Antennapedia CG1028-RI, transcript variant I (Antp), mRNA.",45553282
ILMN_140602,1439,95.4,99.9,73.3,77.8,111.8,101.3,76.1,65.7,99.7,89.1,70.3,71.7,86.5,95.4,68.8,104.9,Buffy,"Drosophila melanogaster Buffy CG8238-RA (Buffy), mRNA.",24652798
ILMN_153475,1449,2717,3684,2167.7,4354,3809.4,3333.1,3588.8,3590.6,4066.1,3053.1,3906.2,2699.2,2550.5,3908.1,3075.8,4067.6,CG7830,"Drosophila melanogaster CG7830-RA (CG7830), mRNA.",45550153
ILMN_158931,1462,838.3,875.1,765.8,1287.9,1266.2,1146,1007.1,1108.3,1071.3,946.2,1102.6,803.6,793.3,1124.1,896.9,1203.8,shi,"Drosophila melanogaster shibire CG18102-RF, transcript variant F (shi), mRNA.",45555484
ILMN_151290,1482,2872.6,2874,2325.9,3855.1,3458.7,2958.7,3341.3,3448.8,3876.4,2587.8,3875,2610.4,2326.4,3407.2,2789.2,3902.4,CG9427,"Drosophila melanogaster CG9427-RA (CG9427), mRNA.",24645437
ILMN_146743,1493,172.1,252.9,154.3,302.3,255.9,114.7,269.7,195.2,317.5,141,208.1,187.3,157.4,244.4,226.9,262.9,Su(z)12,"Drosophila melanogaster Su(z)12 CG8013-RB, transcript variant B (Su(z)12), mRNA.",24667077
ILMN_155111,1543,63,69.9,56.6,72.7,55.1,49.9,69.9,49.1,62.5,66.6,47.3,56.7,43.7,49.6,47.1,74.1,CG32703,"Drosophila melanogaster CG32703-RA (CG32703), mRNA.",24640801
ILMN_147131,1549,1803.8,2083,1415.2,2896.5,2597.9,1704.8,2487,1738.2,2872.1,1447.2,2493.8,1972.3,1596.6,2699.5,2029.9,2069.4,pbl,"Drosophila melanogaster pebble CG8114-RD, transcript variant D (pbl), mRNA.",24660499
ILMN_157157,1550,875.9,1065.3,879.4,1460.2,1225.4,1069.2,1307.8,1145.7,1120,979,1268.5,1103.6,970.9,1275.1,1203.7,1134.9,cg,"Drosophila melanogaster combgap CG8367-RC, transcript variant C (cg), mRNA.",24653567
ILMN_152671,1558,61.9,67.7,64.4,62.7,68.6,53,63.5,50.7,64.2,60,50.1,62,53.2,53.9,54.9,77.6,Rh4,"Drosophila melanogaster Rhodopsin 4 CG9668-RA (Rh4), mRNA.",24665572
ILMN_155544,1559,491,513.9,540.9,954.3,782,382.5,862.4,850.6,734.6,393.1,835.3,704.8,491.6,655.9,705.6,855.4,InR,"Drosophila melanogaster Insulin-like receptor CG18402-RA (InR), mRNA.",24648767
ILMN_158277,1562,236.9,372.7,234.8,333.5,322.3,203.6,525.9,372.7,406.6,251.3,622.2,308.9,281.2,424,316.4,201.9,CG9924,"Drosophila melanogaster CG9924-RC, transcript variant C (CG9924), mRNA.",24646728
ILMN_142492,1563,77.7,79.9,82.5,72.7,78.3,66.5,72.1,62.6,76.8,70.9,69.4,69.3,69,67.4,67.7,86.9,alpha-Est5,"Drosophila melanogaster -Esterase-5 CG1089-RA (alpha-Est5), mRNA.",24644850
ILMN_156328,1564,63,63.7,63.3,82.9,57.6,50.8,68.2,136.8,61,74.1,57,73.3,61.6,55.2,58.4,190.1,CG8664,"Drosophila melanogaster CG8664-RA (CG8664), mRNA.",24642772
ILMN_157175,1565,1267.3,1199.3,1092.3,1964.1,1660.6,976.3,1518.6,1424.6,1943.6,934,1435.2,1214.2,1075.3,1422.6,1361,1681.9,bl,"Drosophila melanogaster bancal CG13425-RD, transcript variant D (bl), mRNA.",45552760
ILMN_146030,1573,308,359.8,258.6,481,413.3,196.3,359.9,309.2,418.7,249.1,259.3,333.8,292.9,305.5,341,429.7,esg,"Drosophila melanogaster escargot CG3758-RA (esg), mRNA.",24584438
ILMN_139799,1577,236.5,313.9,164.3,286,344,197.4,239.3,184.8,344.5,171.1,222.8,158.2,199.1,324.7,170.9,271.6,CG33275,"Drosophila melanogaster CG33275-PB, isoform B (CG33275) mRNA, complete cds.",45552980
ILMN_147093,1578,1322.1,1359,1017.6,1224,1440.5,1454.6,1246.6,1095.7,1600.6,1393,1250.5,1114.9,1285.7,1454,1107.9,1020.7,morgue,"Drosophila melanogaster modifier of rpr and grim, ubiquitously expressed CG15437-RA (morgue), mRNA.",24581647
ILMN_141456,1581,561.6,883.3,407.7,1127.7,757.7,375.9,807.9,540.2,991.2,435.3,773.7,639.5,417.6,806.2,617,835.9,lt,"Drosophila melanogaster CG18028-PB.3 (CG18028), mRNA.",62862533
ILMN_143744,1588,255.5,346.2,181.5,210.5,481,213.1,360.7,234.6,517,231.4,436.6,218.3,285.7,408.1,239,160.4,ab,"Drosophila melanogaster abrupt CG4807-RB, transcript variant B (ab), mRNA.",24583662
ILMN_149916,1590,2132,2747.1,1324.9,2966.6,2624.8,1632.8,2397.2,2028.1,3311,1822.3,2286.7,1980,1732,2643.2,1943,2194.4,dlp,"Drosophila melanogaster dally-like CG32146-RB, transcript variant B (dlp), mRNA.",45553094
ILMN_157638,1595,655.5,873.9,436.4,735.9,1146.2,500.1,755,516.5,1317.5,412.3,781.5,491.5,622.5,1303.5,480.6,646.3,sda,"Drosophila melanogaster slamdance CG5518-RA (sda), mRNA.",24650436
ILMN_153778,1596,286.2,418,222.5,476,470.6,300.6,436,253.1,447.6,289.9,322.8,320.9,299.7,427.7,313,345.1,rpr,"Drosophila melanogaster reaper CG4319-RA (rpr), mRNA.",24666289
ILMN_140079,1599,177.2,172.8,176.1,171.1,205.7,178.2,213.8,138.1,231.6,166.9,194.4,201.9,216.2,192.9,185.3,155.2,CG2702,"Drosophila melanogaster CG2702-RA (CG2702), mRNA.",24644956
ILMN_147003,1601,1094.9,1096.2,827.9,1753.6,1458.2,539.5,1555,1308,1918.4,604,1186.7,1278.3,998.5,1207.2,1396.7,1262.3,dx,"Drosophila melanogaster deltex CG3929-RA (dx), mRNA.",24640144
ILMN_153515,1604,319,265.3,232.3,518.3,360.4,150.8,396,300.4,468.7,186,286.7,342.4,240.4,248.7,322.9,324.9,CG6151,"Drosophila melanogaster CG6151-RC, transcript variant C (CG6151), mRNA.",24664808
ILMN_145698,1608,63.9,77.5,71.4,63.4,66.5,57.5,61.2,53.6,65,67.6,61.6,63.6,59.7,58.2,62.1,79.2,dom,"Drosophila melanogaster domino CG9696-RE, transcript variant E (dom), mRNA.",28573599
ILMN_156477,1617,775.3,799.6,542.1,934.2,975.6,827.2,777.9,654,1125.2,773.3,831.3,671.4,641.8,812.4,666.1,708.7,Rab-RP4,"Drosophila melanogaster Rab-related protein 4 CG3129-RA (Rab-RP4), mRNA.",24639914
ILMN_155063,1623,128.7,148.4,101.3,161.4,166,84.3,138.3,117.7,161.4,109.6,107.7,113.1,112.5,109.2,123,154.5,ash1,"Drosophila melanogaster absent, small, or homeotic discs 1 CG8887-RA (ash1), mRNA.",17737642
ILMN_144305,1628,2449.5,3323.3,2606.6,3949.1,3812.5,3402.4,3629.7,3532.4,3352,3307.8,3931.5,2969.7,2925.2,4284.9,3318.5,3497.9,da,"Drosophila melanogaster daughterless CG5102-RA (da), mRNA.",24583392
ILMN_143930,1629,275.3,234.4,193.5,288.7,249,76.5,284.3,295.3,382,125.1,153.5,250.7,191.2,160.8,269.2,275.5,pio,"Drosophila melanogaster CG3541-RC, transcript variant C (pio), mRNA.",22026953
ILMN_155767,1632,129.9,115,105.3,108.8,180.4,91.6,172.3,116,234.2,104.8,247.9,145.6,137.2,150.6,114.1,103.3,Btk29A,"Drosophila melanogaster Btk family kinase at 29A CG8049-RB, transcript variant B (Btk29A), mRNA.",24582762
ILMN_139418,1640,100.9,101.8,91.6,84.7,119.3,61.3,130.3,86.5,176.6,82,110.1,94,88.1,87.5,93.1,89.1,Pten,"Drosophila melanogaster Pten CG5671-RC, transcript variant C (Pten), mRNA.",19549664
ILMN_157169,1644,64.6,69.5,74.4,63.8,71.4,61.4,59.4,56.4,69.3,66.3,56.6,63.1,60,62.3,68.6,85.7,bnl,"Drosophila melanogaster branchless CG4608-RA (bnl), mRNA.",24648261
ILMN_157141,1645,1898.3,1829.2,1407.3,2094.7,2357.8,2059.6,1724.7,1646.3,2373.3,1754.1,1755.4,1524.5,1783,2158.8,1583,1677.5,CG17032,"Drosophila melanogaster CG17032-RA (CG17032), mRNA.",24664890
ILMN_144306,1646,992.1,1526.7,1030.5,2282.5,1267.8,679.8,2023.1,1485.5,1692.3,1004.5,1822.9,1662.9,1079.7,1462.4,1630.9,1542.9,ft,"Drosophila melanogaster fat CG3352-RA (ft), mRNA.",24581596
ILMN_154219,1647,2616.5,3588.5,604.7,1070.1,3586,2502.8,1031.1,830.1,3964.6,2738.1,1004.2,894.8,2962.6,3868.9,799.3,914.5,path,"Drosophila melanogaster pathetic CG3424-RC, transcript variant C (path), mRNA.",24661699
ILMN_159176,1650,64.3,73.5,62.5,61.9,59,57.5,56.3,50.7,60.5,61.6,53.7,50,55,54.2,55.8,73.5,zen,"Drosophila melanogaster zerknullt CG1046-RA (zen), mRNA.",19550227
ILMN_152359,1651,101.4,115.7,84.5,102,149.9,99.1,94.1,67.9,137.7,88.5,93.3,86.5,102.5,131.5,85.3,102,Dif,"Drosophila melanogaster Dorsal-related immunity factor CG6794-RA, transcript variant A (Dif), mRNA.",24584815
ILMN_148896,1655,62.5,70.5,63.7,58.8,62.9,55.9,63.5,47,58.4,69.3,55.4,62.6,61.2,60.8,62,68.5,Tob,"Drosophila melanogaster Tob CG9214-RA, transcript variant A (Tob), mRNA.",45549570
ILMN_153707,1658,691.4,792.8,574.9,965,917,790.3,883.9,767.7,1028.4,585.4,934.1,705.3,669.8,1016.4,707.2,952.6,CG14211,"Drosophila melanogaster CG14211-RB (CG14211), mRNA.",24643331
ILMN_155986,1661,180.5,167.4,120,230.3,224.8,118.6,190.7,165.6,257.5,142.5,149.4,173.7,161,145.7,164.4,186.2,elB,"Drosophila melanogaster elbow B CG4220-RB, transcript variant B (elB), mRNA.",28574442
ILMN_159632,1671,249.9,388.3,240.3,524.6,413.6,236.8,384.6,320.2,352.1,270,390.5,343.4,256.1,417.2,317.1,460.1,H,"Drosophila melanogaster Hairless CG5460-RD, transcript variant D (H), mRNA.",24648464
ILMN_155064,1676,850.9,1398.9,606.5,1598.8,1312.8,680.8,1187.7,884.6,1589,640.8,1120,924.3,629.2,1562.7,829.4,1342,slmb,"Drosophila melanogaster supernumerary limbs CG3412-RA (slmb), mRNA.",24648629
ILMN_148724,1679,77.2,83,91.6,130.8,92,82.8,109.2,87.5,90.6,95.1,118.5,107.2,76.6,93.4,95.9,120.8,Idgf2,"Drosophila melanogaster Imaginal disc growth factor 2 CG4475-RA (Idgf2), mRNA.",24584610
ILMN_150239,1680,61.5,78.6,56.7,55.6,54.6,44.2,47.6,43.7,53.3,62.5,47.3,55.3,56.1,45.9,49.7,68.8,nos,"Drosophila melanogaster nanos CG5637-RA (nos), mRNA.",24648141
ILMN_151975,1682,135,119.9,105.9,109.1,163.4,73.8,140.7,109.4,216.7,100.3,123.1,111.1,114,102.7,114.6,97.7,Pak,"Drosophila melanogaster PAK-kinase CG10295-RB, transcript variant B (Pak), mRNA.",28571534
ILMN_151694,1685,4091.8,4495.8,3578,5267.3,5602.1,4565,4798.6,4256.7,5609.7,4017,5262.5,3892.5,3733.4,5292.3,4082.5,5280.8,Spn27A,"Drosophila melanogaster Serpin-27A CG11331-RA (Spn27A), mRNA.",24582286
ILMN_152072,1688,900.8,862.7,562.2,1213.1,1039.5,510.6,982.9,749,1328.2,620.6,810.4,880.8,739.8,766.6,857.3,843.7,MRP,"Drosophila melanogaster Multidrug-Resistance like Protein 1 CG6210-RA, transcript variant A (MRP), mRNA.",24662571
ILMN_155971,1689,1228.7,1764.7,1094.2,2588.1,2164.7,1084.3,1943.1,1504.2,2310.3,970.1,1862.1,1535.8,1089.6,2551.5,1438.2,2252.2,shot,"Drosophila melanogaster short stop CG18076-RH, transcript variant H (shot), mRNA.",24653496
ILMN_145049,1692,1639,1810.6,1396.9,2119.2,1923.2,2197.3,1894.4,1629.5,1931.2,1905.9,2076.9,1618.4,1516.7,2077.4,1724.9,2031.6,PSR,"Drosophila melanogaster phosphatidylserine receptor CG5383-RA (PSR), mRNA.",24648952
ILMN_153600,1696,97.6,91.2,86.4,86.7,108,100.6,88.4,78.9,107.5,95.3,91.9,94.5,94.1,94.1,82.6,112.9,knrl,"Drosophila melanogaster knirps-like CG4761-RA (knrl), mRNA.",28574802
ILMN_151102,1697,323.8,253.9,250.6,432.1,522.4,371.8,361.5,240.7,410.7,242.8,365.7,318.8,393.5,382.1,306.9,310.5,Thor,"Drosophila melanogaster Thor CG8846-RA (Thor), mRNA.",24581447
ILMN_149941,1700,128.2,137.2,109.5,108.4,176.7,79.1,212.6,123,244.9,117.9,239.8,118.8,140.2,140.5,122.2,91.6,tws,"Drosophila melanogaster twins CG6235-RB, transcript variant B (tws), mRNA.",19550199
ILMN_143039,1702,2053.9,2491.3,1880.7,3171.1,3088.3,1328.1,2827,2845.7,2735.9,2100.6,2638.4,2231.8,2087.2,2419.8,2787.4,2799.6,N,"Drosophila melanogaster Notch CG3936-RA (N), mRNA.",24639453
ILMN_148207,1707,435.3,585.1,331.3,712.5,609.2,436.4,546.9,411.1,697.2,428.1,569.8,422.4,399.7,592.8,456.7,540.8,wfs1,"Drosophila melanogaster wolfram syndrome 1 CG4917-RA, transcript variant A (wfs1), mRNA.",24649104
ILMN_155914,1714,420.6,595.7,574.1,1500.9,460,424.2,1130.7,1189.8,526.7,632.8,1321.2,1071.6,418.7,544.8,846,1495.7,l(1)G0320,"Drosophila melanogaster lethal (1) G0320 CG32701-PA (l(1)G0320) mRNA, complete cds.",24640833
ILMN_152206,1716,2355.9,2889.7,1742.7,3172.2,3455.6,2321.3,2959.6,2128,3838.3,1735.4,2805.4,2356.1,2078.5,4305.1,2241.9,2948.6,osa,"Drosophila melanogaster osa CG7467-RB, transcript variant B (osa), mRNA.",24647756
ILMN_151810,1718,139.6,133.8,112.6,174.9,183.2,137.2,160,132,174.2,122,140.4,131.7,131.8,159.4,140,165.9,Poxn,"Drosophila melanogaster Pox neuro CG8246-RA (Poxn), mRNA.",19549650
ILMN_155524,1730,67.7,76.5,65,68.8,75.6,55.7,61.4,56.1,67.2,79.1,53.8,60.7,64.3,60.6,59.3,86.5,sbb,"Drosophila melanogaster scribbler CG5580-RC, transcript variant C (sbb), mRNA.",45552718
ILMN_151545,1739,62.1,75.9,72.2,75.5,68.1,57.4,67.2,57.1,69.8,73.6,61,61.4,64.1,67.6,64.3,96.7,ct,"Drosophila melanogaster cut CG11387-RB, transcript variant B (ct), mRNA.",24640384
ILMN_141322,1740,682.2,664.2,456,994.3,908.2,455.6,815.9,648.7,1066.8,480.1,714.1,640,592.4,742.3,712.5,751.7,DLP,"Drosophila melanogaster Daxx-like protein CG9537-RA (DLP), mRNA.",24582232
ILMN_152400,1741,81.1,81.2,84.6,89.2,83.6,60.1,93.8,74.9,85.1,76.2,75.7,87.2,78.6,67.2,77.3,93.3,dpp,"Drosophila melanogaster decapentaplegic CG9885-RE, transcript variant E (dpp), mRNA.",24581145
ILMN_157433,1742,64.9,67.1,66.7,71.8,63.4,57.9,70,61.5,66,69.4,65.2,68,59,55.3,57.6,103.5,f,"Drosophila melanogaster forked CG5424-RB, transcript variant B (f), mRNA.",24642768
ILMN_141560,1743,526.8,574.6,358.3,735.6,667.9,381.6,668.2,447,867.4,367.8,568.7,539.1,479.2,619,565.8,512.7,CG10376,"Drosophila melanogaster CG10376-RA (CG10376), mRNA.",24585020
ILMN_157663,1746,5272.1,5896.6,3755.7,4261.5,4894.6,3386.9,4019.1,5324.7,8124.6,4884.6,6571.7,2930.4,2838.4,4288.3,3131,5595.8,sd,"Drosophila melanogaster scalloped CG8544-RC, transcript variant C (sd), mRNA.",45555313
ILMN_158480,1749,176.5,194.3,125.9,562.5,319,238.9,405.2,138.1,243.4,152.6,164.3,416.1,220.8,316,359.2,186.4,wupA,"Drosophila melanogaster wings up A CG7178-RC, transcript variant C (wupA), mRNA.",24642951
ILMN_154895,1753,227.4,248.6,157.4,224.7,491,175,369.4,248.4,488.3,187.4,419.9,236.6,260.9,315.1,230.5,149.2,ana,"Drosophila melanogaster anachronism CG8084-RA (ana), mRNA.",19549856
ILMN_153219,1756,444.6,701.6,319.5,571.9,564.2,494.6,408.7,609.2,680.6,483.6,473.9,365.8,421.9,642.2,359.2,712.5,Sb,"Drosophila melanogaster Stubble CG4316-RA (Sb), mRNA.",24647361
ILMN_154656,1759,8737.5,10879.6,7622.6,11984.3,13515.6,10772.4,11063.2,8977.3,12386.8,8773.2,11074.2,9937.3,9677.1,12570.1,9628.7,10101.4,fz2,"Drosophila melanogaster frizzled 2 CG9739-RA, transcript variant A (fz2), mRNA.",24666633
ILMN_145634,1761,12417.3,13416,10869,18228.3,17416.6,10776.4,15357.2,14284.1,18372.9,10318.6,15680.8,12560.6,12106.7,14074.1,12839.7,12558.3,eIF-4a,"Drosophila melanogaster Eukaryotic initiation factor 4a CG9075-RC, transcript variant C (eIF-4a), mRNA.",24582076
ILMN_158303,1762,1218.7,2254.2,808,1864.6,2331.7,1368,1352.6,916.6,2207.6,1060.1,1398.6,801,866.2,3117.6,768.4,1858.9,hdc,"Drosophila melanogaster headcase CG15532-RB, transcript variant B (hdc), mRNA.",24651352
ILMN_147925,1766,81,87.7,77.2,92.2,75.3,58.7,80.8,72.7,77.7,73.7,72,80.6,66.7,73.4,81,94.3,svr,"Drosophila melanogaster silver CG4122-RE, transcript variant E (svr), mRNA.",62484542
ILMN_139964,1768,969.2,1073.5,490.8,524.4,756.5,602.4,451.2,764.6,1342.6,956,826.3,352.1,513.5,705.3,366.2,942.8,Wnt2,"Drosophila melanogaster Wnt oncogene analog 2 CG1916-RA (Wnt2), mRNA.",24652097
ILMN_145467,1771,1182.6,1879,757.8,1608.5,1899.3,1161.6,1304.1,933.5,2110.5,943.2,1220.6,1065.7,1124.7,2626.5,883.4,1330.1,coro,"Drosophila melanogaster coro CG9446-RC, transcript variant C (coro), mRNA.",45552460
ILMN_146459,1772,310.4,321.3,213.1,351.7,307.9,214.6,269.4,247.5,418.7,273,264,249.1,217.3,270.3,238.4,307.5,Wnt6,"Drosophila melanogaster Wnt6 CG4969-RA (Wnt6), mRNA.",24582477
ILMN_156705,1775,1249.9,1283.8,863.5,1493,1466.5,520,1303.5,1113.5,1948,701.7,1032.6,1142.6,956.5,1020.5,1242.8,1233.3,Egfr,"Drosophila melanogaster Epidermal growth factor receptor CG10079-RB, transcript variant B (Egfr), mRNA.",24657104
ILMN_158752,1777,62.5,60,68.3,60.7,57.7,54.9,50.1,48.4,57.2,62.7,52,56.7,53.5,42.8,57.4,70,fred,"Drosophila melanogaster friend of echinoid CG31774-RA (fred), mRNA.",28574711
ILMN_156477,1784,1084.5,1259.2,520.9,1021.1,1499.9,1121.5,919.4,701.8,1612.3,1132.5,949.3,655.9,969.8,1377.7,733.6,794.9,Rab-RP4,"Drosophila melanogaster Rab-related protein 4 CG3129-RA (Rab-RP4), mRNA.",24639914
ILMN_149928,1786,287.9,317.2,194.3,179,570.4,186.2,406.7,271,681.7,260.8,656.6,195.8,286.2,400.5,196.8,150.1,Sdc,"Drosophila melanogaster Syndecan CG10497-RA, transcript variant A (Sdc), mRNA.",24657020
ILMN_159391,1787,984,986.1,953.6,1146.1,1286.6,1392.2,1111.9,991.1,1244.4,1190.1,1210.9,930.9,1027.2,1210,1034.9,1112.7,MED31,"Drosophila melanogaster Mediator complex subunit 31 CG1057-RB, transcript variant B (MED31), mRNA.",24644042
ILMN_149850,1790,1815.2,1800.7,1402.5,2322.7,2586.6,2392,2043.9,1736.6,2513.8,1924.2,2055.6,1707.4,1896.5,2333.7,1905.1,2014.6,ncd,"Drosophila melanogaster non-claret disjunctional CG7831-RA (ncd), mRNA.",45549024
ILMN_152281,1795,1634.8,1552.8,970.4,2189,2192,1529.7,1707.6,1353.3,2332.3,1277,1569.3,1366.7,1353,1891.5,1420.7,1760.9,Cas,"Drosophila melanogaster CAS/CSE1 segregation protein CG13281-RA (Cas), mRNA.",24584735
ILMN_151333,1804,446.5,461.2,376.2,830.5,590.7,320.7,692.2,454.1,807.6,296.2,645,520.3,341.2,562.3,509.9,599.4,pim,"Drosophila melanogaster pimples CG5052-RA (pim), mRNA.",19550056
ILMN_154410,1808,2451.5,2705.6,2322,4586.3,3870.5,2757.9,4191.2,3072.4,3572.3,2126.4,3682.5,3469.2,2392.6,3646.2,3479.2,3293,tsh,"Drosophila melanogaster teashirt CG1374-RA, transcript variant A (tsh), mRNA.",24585729
ILMN_140999,1823,65.9,78.1,76,74.5,66.1,60.9,61.4,55.6,65.1,77.9,55.7,65.6,63.2,61.2,60,77.3,HLHm5,"Drosophila melanogaster E(spl) region transcript m5 CG6096-RA (HLHm5), mRNA.",24650230
ILMN_157274,1824,2414.6,2576.9,1981.7,3425.5,3487.2,2616.3,3231.4,2409,3687.7,2498.7,3124.2,2419,2434.6,3001.2,2727,2841.7,RfC40,"Drosophila melanogaster Replication-factor-C 40kD subunit CG14999-RA (RfC40), mRNA.",24657260
ILMN_152552,1825,545.1,808.4,396.7,967.6,809.5,463.8,765.7,535.9,1037.1,439.3,721,640.4,423.2,1083.3,523.3,820.7,Lnk,"Drosophila melanogaster Lnk CG17367-RB, transcript variant B (Lnk), mRNA.",24650178
ILMN_151464,1826,1032.6,1230.8,774.4,1685.3,1459.5,864.4,1416.3,1094,1952,781.2,1403.8,1127.1,869.7,1556.5,1120.9,1227.3,CG3038,"Drosophila melanogaster CG3038-RB, transcript variant B (CG3038), mRNA.",24638836
ILMN_139621,1836,150.4,218.5,97.7,140.4,187.8,160.8,123.6,101.8,155.3,196.1,123.4,126.6,183.9,216.7,102.2,143.6,EcR,"Drosophila melanogaster Ecdysone receptor CG1765-RB, transcript variant B (EcR), mRNA.",24585969
